file_name,а,без,больше,борьба,борьбе,борьбу,будут,было,в,возможности,время,все,всей,всем,всех,государства,давно,даже,дела,демократической,для,до,достаточно,другие,других,его,ему,если,же,за,и,из,их,как,когда,которые,который,крестьяне,может,мы,на,надо,народ,народа,настоящее,не,него,необходимо,несмотря,нет,никогда,ним,но,один,одно,он,оно,от,партии,перед,по,политического,после,потому,поэтому,правительства,правительство,при,работы,рабочей,рабочих,революционеров,русский,с,самодержавие,самодержавия,свое,свои,своих,силы,следует,со,собой,совершенно,социал,союза,страны,так,те,тем,теперь,того,только,у,уже,что,чтобы,это,этой,агитации,более,борьбы,бы,был,быть,весь,во,вовсе,возможность,вообще,вопрос,вопроса,времени,всегда,всего,всеми,всю,всякий,г,говорить,говорят,года,гораздо,группы,два,движение,движения,демократии,демократия,демократы,деятельности,должна,должно,должны,другой,ее,ей,есть,еще,жизни,жизнь,задачи,здесь,значение,ибо,или,им,имеет,интересов,истории,к,какой,класс,класса,классов,классовой,конечно,которой,которую,кто,лет,лишь,людей,между,место,много,могли,можно,мысли,мысль,над,назад,наконец,нам,нами,нас,наша,наше,нашего,нашей,наших,ней,нем,ни,нибудь,ничего,нового,о,об,общества,одним,одной,она,они,опять,организации,организаций,особенно,остается,отношении,очень,партию,первых,период,план,под,политические,политических,политическое,политической,политическую,положения,поскольку,право,представителей,программы,пролетариат,пролетариата,просто,против,прямо,путем,путь,работу,рабочего,рабочие,рабочий,рабочим,раз,революции,революционного,революционной,решительно,россии,русских,русского,русской,самой,самых,свободу,свободы,своей,свою,связи,сделать,себе,себя,сил,сказать,слишком,слова,смысле,снова,собою,социализма,становится,стоит,стороны,съезд,та,также,таких,такой,то,тогда,том,тому,тот,требования,труда,тут,условиях,цели,чем,экономической,эти,этих,этом,этому,этот,эту,1,2,3,будет,будто,буржуазной,были,власть,вот,где,да,деле,дело,день,е,её,зрения,именно,иметь,какие,которое,которых,кроме,ли,лучше,массы,менее,можем,момент,несколько,них,новой,новые,образом,одного,п,поводу,политическая,положение,почему,приходится,пусть,самого,самое,самом,своего,своим,силой,силу,случае,стали,стало,степени,т,такие,таким,тех,точки,условия,участие,характер,хочет,эта,этого,является,благодаря,большинство,была,возможно,вопросы,вполне,вся,выше,газеты,действительно,демократов,значит,идет,иначе,интеллигенции,искры,каждый,которая,которым,либо,люди,маркса,мере,мог,могут,наиболее,наоборот,наш,нее,нельзя,организация,партийной,партия,пор,прежде,развитие,редакции,руки,свой,среди,струве,такого,ту,факт,хотя,чего,членов,этим,вопросу,говорит,которого,котором,меньшинства,съезда,съезде,тов,той,бунда,дальше,дать,двух,должен,мало,например,отношения,первый,права,своему,собрания,совсем,такое,устава,части,часть,ясно,ведь,власти,всякого,году,делать,крестьян,крестьянства,ними,новых,нужно,общественного,общество,одна,очевидно,политики,почти,пути,своем,сколько,сторону,течение,вместе,всякой,вы,знает,интересы,масс,могла,населения,наши,развития,сами,тоже,хорошо,буржуазии,буржуазия,вперед,пока,производства,разумеется,роль,сам,само,следовательно,требует,через,влияние,затем,меня,мне,самым,сейчас,стр,там,теории,я,д,мартов,речь,таки,человек,точно,земли,однако,речи,свобода,война,союз,революция,большинства,войны,плеханов,цк,диктатуры,ленин,1905,мартова,ленина,радек,author_folder
dubia_finans_manifest.txt,1,3,1,1,1,1,1,1,12,1,1,2,2,3,3,4,1,1,1,1,2,1,1,1,1,3,1,1,1,4,31,3,1,2,1,1,1,1,1,2,10,1,1,1,1,8,3,1,1,2,1,1,1,1,1,1,4,2,3,2,7,1,1,1,1,2,11,4,1,2,1,1,1,6,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
dubia_nasushnie_zadachi_I.txt,8,2,5,4,3,7,0,1,49,0,2,9,1,0,4,0,1,1,2,1,7,4,0,0,2,6,0,2,3,4,57,3,1,3,1,3,0,0,2,12,24,4,1,0,2,20,0,1,1,1,1,0,7,1,1,3,1,12,8,1,1,1,0,0,0,2,0,5,3,3,6,2,2,17,0,4,1,2,2,3,0,1,0,1,17,0,0,1,2,0,0,2,10,0,6,13,5,9,3,3,1,8,1,1,2,1,8,1,2,1,2,1,1,1,4,1,2,1,1,2,1,2,1,1,1,7,15,4,5,3,5,1,2,3,2,3,1,3,2,1,1,4,2,1,1,2,2,1,1,1,11,1,3,1,1,1,2,2,1,6,2,4,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,3,2,2,1,1,1,1,1,1,5,1,2,1,4,1,1,1,6,1,2,1,2,2,4,2,3,3,2,1,4,1,8,6,2,1,1,2,2,1,4,1,5,2,1,1,1,9,2,2,7,1,1,1,2,1,5,3,4,4,1,1,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,6,3,1,3,1,1,1,1,4,2,1,4,3,1,2,2,1,1,2,1,2,5,2,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
dubia_novoe_poboishe_I.txt,6,2,1,7,2,2,0,4,24,2,7,5,0,1,3,0,0,5,1,0,2,2,0,0,0,1,1,3,7,11,72,3,5,6,7,6,2,0,1,12,21,1,0,0,0,37,1,0,0,2,0,0,11,3,0,1,3,11,1,0,6,0,3,1,0,3,5,6,3,2,19,0,0,19,0,0,0,1,0,2,0,4,0,1,0,0,0,4,3,4,3,2,10,4,10,18,1,3,2,0,3,5,1,4,0,0,4,1,2,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,2,0,0,2,2,2,1,0,1,1,2,2,3,0,0,0,10,0,2,0,0,0,2,0,0,4,1,1,2,0,0,1,0,0,0,0,3,1,1,1,0,3,0,1,0,1,0,0,0,2,1,1,0,9,3,0,0,1,0,3,1,1,0,2,0,0,2,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,12,3,3,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,3,0,0,3,2,0,5,1,3,2,2,3,2,0,1,0,2,1,5,0,4,0,1,1,1,1,1,5,1,1,5,1,4,1,2,1,2,1,1,1,1,3,1,1,2,1,1,5,2,1,2,2,1,4,3,1,2,1,2,1,1,1,3,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
dubia_ot_red_iskry_I.txt,8,0,2,0,1,3,0,3,36,0,2,12,1,1,5,0,0,3,1,1,7,1,0,0,1,10,2,0,2,2,63,5,1,9,2,3,2,0,2,24,14,1,0,1,1,16,1,5,1,1,0,0,6,0,0,0,0,5,8,0,5,0,0,0,2,0,0,2,0,4,1,0,0,15,0,0,0,3,0,1,0,1,0,1,24,0,1,3,1,3,1,2,8,0,5,12,3,4,3,0,3,2,7,1,2,0,4,1,0,0,2,0,0,0,3,2,1,0,1,0,0,1,0,3,0,7,12,3,0,1,3,1,0,4,1,5,0,2,1,0,0,2,0,1,1,4,1,0,0,1,8,1,2,1,0,0,0,0,0,1,0,2,0,4,0,0,0,0,6,1,1,0,1,2,1,1,0,2,3,3,3,0,1,0,0,0,0,8,0,0,2,0,3,0,0,0,2,1,0,0,1,4,1,1,2,3,0,0,0,3,0,1,0,0,2,0,1,2,0,3,0,0,2,0,4,0,1,2,0,0,2,2,2,5,6,4,4,0,0,0,0,2,0,2,1,0,1,1,2,0,1,0,1,2,0,0,1,2,0,1,2,0,3,1,1,3,1,2,0,2,0,1,0,2,0,1,0,2,1,3,0,1,1,0,5,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,1,0,3,0,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,1,2,1,0,1,1,0,2,3,1,1,1,1,2,1,2,1,2,1,1,9,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,3,1,2,3,1,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
dubia_ot_red_na_pismo_parvusa_I.txt,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,5,0,0,3,0,0,0,0,1,1,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,3,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
dubia_poslednee_slovo_bund_I.txt,2,2,0,1,1,0,0,4,21,0,0,4,0,2,4,0,0,4,1,1,2,3,0,0,1,2,0,3,2,0,31,4,0,9,2,5,0,0,2,2,11,0,0,0,0,22,0,0,0,1,0,0,3,0,0,3,1,6,15,0,6,0,1,0,1,0,0,1,0,1,2,0,0,10,0,0,1,2,0,0,0,1,0,2,3,0,0,0,1,1,1,6,6,1,2,11,3,6,1,0,1,0,9,1,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,3,4,0,0,0,1,0,0,2,0,1,0,0,9,2,0,0,0,0,0,2,1,2,0,2,0,1,2,3,0,1,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,4,0,1,1,10,0,0,0,2,0,1,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,3,0,0,1,0,0,0,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,3,5,0,0,0,0,2,1,2,0,1,0,0,1,1,0,0,0,1,0,0,2,1,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,1,1,3,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,20,2,1,1,2,1,1,2,1,2,1,1,1,2,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
dubia_priznaki_bankrotstva_I.txt,6,1,0,0,1,0,0,3,52,0,5,4,0,2,4,0,0,1,0,0,7,2,0,0,1,11,2,2,9,4,51,7,6,9,3,0,0,0,3,7,17,0,0,1,0,32,1,1,1,3,0,1,6,0,2,2,9,6,0,4,3,2,7,0,0,6,3,4,0,0,0,0,0,21,2,3,3,0,0,0,0,3,0,0,1,0,1,3,0,3,3,8,2,4,4,23,4,7,0,0,0,4,5,1,5,0,1,0,1,0,2,1,5,0,3,1,1,1,2,0,0,4,0,0,0,2,1,0,0,0,0,1,2,1,1,2,0,1,1,1,3,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,2,2,2,4,1,0,3,1,0,0,2,0,1,1,0,1,1,1,2,0,2,1,0,1,0,1,2,2,2,1,6,4,4,1,0,0,3,0,1,2,0,1,0,1,0,1,0,0,3,0,0,1,1,1,0,0,3,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,6,0,0,1,1,1,0,2,0,0,0,4,0,5,0,1,0,0,0,0,0,3,1,2,3,3,1,1,1,0,0,0,5,0,0,1,0,2,0,3,0,2,1,1,0,1,0,0,0,1,0,1,4,0,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,2,0,1,0,0,1,1,0,2,0,1,0,1,1,2,0,4,2,1,0,0,0,1,8,2,0,2,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,2,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,1,3,0,0,0,0,4,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1,1,2,2,1,3,2,2,4,2,2,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
dubia_slovo_mosc_vedomostyam_I.txt,14,1,4,2,0,1,1,13,51,1,3,10,1,1,2,0,0,5,0,0,18,5,1,3,0,18,0,12,6,9,65,10,11,8,9,1,0,1,5,0,17,0,2,2,0,48,2,1,0,4,0,0,16,0,1,5,3,13,2,1,7,0,1,0,2,17,10,4,0,0,0,0,0,27,5,7,0,1,0,3,0,2,0,3,1,0,1,5,2,6,3,3,2,2,4,26,2,7,2,1,4,3,24,0,7,0,5,0,1,1,0,0,0,2,4,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,2,5,1,1,3,0,1,3,0,1,1,1,1,1,9,3,0,3,3,12,0,0,0,0,0,1,1,0,3,0,4,0,1,0,0,0,2,2,0,5,0,0,0,4,2,0,1,0,1,0,1,2,13,0,1,1,14,1,1,2,0,2,4,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,1,1,0,7,0,2,0,0,2,0,1,2,4,0,0,0,3,1,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,18,1,2,0,4,1,0,0,0,0,6,0,1,4,0,0,1,1,0,0,0,8,1,0,0,1,0,3,1,0,1,1,1,3,4,1,1,1,0,0,4,1,7,1,1,1,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,2,3,1,1,1,1,2,0,2,0,1,3,1,2,3,0,0,0,0,1,8,2,0,1,4,1,0,4,3,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,3,0,1,1,0,0,0,2,0,0,1,3,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,1,4,1,0,1,5,0,0,0,0,0,0,1,2,0,0,2,0,0,3,0,1,1,1,1,2,1,3,6,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
dubia_zakon_o_voznagr_I.txt,13,3,2,1,0,0,7,1,45,0,0,13,0,2,8,1,1,6,2,0,10,7,0,0,1,11,0,5,4,22,104,11,9,7,2,11,2,0,4,4,18,1,0,0,0,37,1,1,0,1,0,0,10,1,1,4,0,17,0,0,10,0,1,1,2,2,5,9,1,2,24,0,0,17,0,2,0,0,0,1,1,0,1,4,1,0,0,3,1,5,1,4,16,3,5,17,5,19,2,1,6,1,6,1,6,1,3,1,0,3,0,0,1,4,3,1,1,0,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,2,1,0,2,8,0,2,0,2,1,1,9,3,2,1,0,10,1,3,2,1,0,4,0,0,6,6,3,0,3,0,0,1,2,0,0,3,3,2,1,1,2,1,0,2,2,1,0,0,3,3,1,3,16,3,0,1,1,0,0,1,0,0,4,2,0,1,0,1,0,0,5,0,1,0,1,0,1,1,4,2,7,3,1,1,1,1,1,0,0,10,7,7,5,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,3,4,0,0,0,0,0,0,1,0,0,0,3,0,0,1,2,0,4,3,2,3,2,1,2,4,1,0,9,0,5,0,3,0,2,0,0,1,1,4,0,0,0,0,1,0,0,5,3,0,2,0,2,3,0,3,1,2,1,1,0,2,0,1,0,0,3,0,0,2,0,3,1,0,0,0,0,1,1,0,1,0,1,1,1,4,0,0,2,4,2,0,3,2,1,0,0,1,0,6,1,0,2,1,1,0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,2,0,0,0,0,2,4,1,1,0,2,0,1,1,1,0,0,0,0,0,3,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,2,0,0,1,0,0,0,1,0,1,1,0,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
krupskaya_k_voposu_o_shkole.txt,6,1,4,0,0,0,7,2,58,0,3,8,0,1,0,0,0,0,0,0,4,1,2,0,2,10,3,10,6,2,66,5,15,12,2,2,0,0,6,0,19,5,0,0,1,27,3,2,0,1,0,2,11,2,2,20,1,5,0,1,10,0,0,2,1,0,0,4,0,0,0,0,0,19,0,0,1,2,3,0,1,0,4,2,0,0,0,3,1,4,0,6,5,4,2,16,9,17,7,0,0,0,6,0,8,0,2,0,1,0,1,1,0,1,1,0,1,2,0,1,4,0,6,0,0,0,0,0,0,0,0,1,1,3,0,3,0,1,4,3,5,0,0,3,0,6,6,1,0,1,19,1,0,0,1,0,6,4,2,4,1,6,0,5,0,4,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,2,12,1,1,0,2,7,7,0,4,0,0,0,6,8,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,4,3,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,0,11,0,2,2,2,0,0,4,0,0,5,0,1,2,5,3,0,4,0,0,0,7,0,0,2,0,2,6,0,4,7,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,6,2,0,3,1,0,0,0,0,1,0,0,2,1,1,2,4,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,4,3,2,3,1,1,0,2,2,0,0,0,0,0,1,1,1,0,0,4,3,1,2,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,4,1,1,0,0,0,0,0,3,0,0,3,0,8,1,3,2,0,0,2,0,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,4,1,0,0,2,0,2,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,1,1,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,krupskaya
