chunk_id,author,а,больше,будет,будут,бы,была,были,было,быть,в,во,вопрос,вопроса,вопросу,вот,вполне,время,все,всегда,всего,всем,всю,где,говорит,гораздо,деле,дело,детей,для,должен,должна,должно,должны,других,его,ее,ему,если,есть,еще,же,жизни,жизнь,за,значит,и,идет,из,или,им,их,к,как,классов,когда,конечно,которая,которой,которую,которые,которых,кто,лет,лишь,мало,между,меня,мне,много,могут,может,можно,мысли,мысль,на,над,надо,не,него,нельзя,необходимо,нет,ни,нибудь,ним,них,ничего,но,нужно,о,об,образом,один,одно,одного,одной,он,она,они,организации,от,отношении,очень,перед,по,под,при,раз,роль,с,самом,свое,своего,своей,свои,своим,своих,свою,себе,себя,сказать,собой,совершенно,так,также,таким,там,тем,теории,то,того,той,только,том,тому,тот,у,чем,через,что,чтобы,эта,эти,этим,это,этого,этой,этом,этому,эту,я,без,ведь,до,значение,имеет,именно,какой,которого,ли,либо,люди,менее,общества,оно,потому,почему,поэтому,право,развитие,самого,собою,таких,те,тех,уже,этих,является,более,всех,г,д,движение,движения,демократии,другой,класса,который,кроме,людей,могли,момент,нашей,партии,партия,пор,после,против,рабочего,рабочие,развития,сил,социал,стороны,съезда,т,борьба,борьбе,борьбу,борьбы,власти,вместе,вся,даже,демократической,зрения,народа,прежде,рабочий,рабочих,революционной,россии,русской,силу,силы,со,страны,такой,теперь,тогда,точки,труда,был,весь,вообще,всей,да,действительно,здесь,мог,почти,сам,хотя,времени,дела,которое,несколько,положение,случае,этот,вы,мы,нас,е,ибо,общество,своем,смысле,характер,нам,слова,интересы,года,ей,наконец,народ,ней,пока,пролетариата,свой,однако,производства,буржуазии,власть,права,правительство,рабочим,политической,свободы,правительства,массы,политических,политического,революции,революционного,революция,социализма,тов,демократия,диктатуры,классовой,ленин,войны,маркса,масс,пролетариат,1905,буржуазия,её,радек
martov_boykot_dumy_i_rev_samoupravlenie_I.txt_chunk1,martov,5,0,2,1,4,0,1,2,2,33,1,4,2,1,0,0,0,4,0,2,2,0,1,0,0,0,1,0,5,3,0,1,0,0,1,1,1,1,5,2,3,1,1,0,0,26,0,5,3,1,6,17,3,0,1,1,1,0,1,3,2,1,0,1,0,5,0,0,0,0,2,0,0,0,8,0,1,9,0,1,0,0,1,0,0,0,0,5,0,7,0,0,0,0,0,0,2,3,3,0,11,0,0,2,7,2,2,0,0,10,0,1,0,1,1,0,1,1,2,0,0,0,1,1,1,0,0,3,0,4,4,3,2,1,1,3,0,3,0,11,5,1,0,1,3,2,2,1,1,0,0,0,1,2,0,1,2,1,0,0,0,0,2,0,3,2,0,0,1,1,3,1,1,1,0,2,0,0,7,0,1,0,0,2,11,0,0,0,0,0,2,2,2,2,0,0,1,0,0,0,1,1,6,3,0,3,0,1,2,1,0,0,0,0,1,0,2,0,1,0,3,0,0,2,0,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,4,0,3,0,0,0,1,0,0,1,1,1,0,0,2,1,0,1,1,0,0,5,0,0,2,0,1,1,0,1,2,1,1,4,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0
martov_boykot_dumy_i_rev_samoupravlenie_I.txt_chunk3,martov,11,0,6,2,7,0,0,2,5,23,4,0,0,0,0,1,3,1,1,0,2,0,0,1,0,1,4,0,1,0,1,0,1,0,2,1,0,9,2,4,10,2,2,2,1,25,0,1,4,2,1,7,5,0,0,2,0,1,0,0,1,1,0,1,1,1,0,0,0,2,7,0,0,0,16,2,0,21,0,0,0,0,1,2,0,2,0,7,0,2,0,0,1,1,0,0,3,1,6,2,6,0,1,1,8,3,3,2,0,5,1,0,0,0,1,0,4,1,5,1,0,0,1,6,0,2,1,2,0,11,3,1,5,1,1,2,2,1,0,21,2,3,0,0,15,0,1,0,0,2,2,0,3,6,0,1,1,0,0,1,0,1,1,0,3,2,2,0,0,0,1,0,0,3,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,1,2,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,2,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,3,2,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,4,0,3,1,2,2,0,1,0,0,0,0,0,0,1,0
martov_boykot_dumy_i_rev_samoupravlenie_I.txt_chunk4,martov,6.091370558375634,0,5.076142131979695,0,4.060913705583757,2.0304568527918785,1.0152284263959392,1.0152284263959392,3.045685279187817,26.395939086294415,2.0304568527918785,2.0304568527918785,1.0152284263959392,1.0152284263959392,0,0,1.0152284263959392,3.045685279187817,0,3.045685279187817,1.0152284263959392,1.0152284263959392,1.0152284263959392,0,0,0,2.0304568527918785,0,7.106598984771574,1.0152284263959392,1.0152284263959392,2.0304568527918785,2.0304568527918785,0,7.106598984771574,1.0152284263959392,1.0152284263959392,4.060913705583757,2.0304568527918785,1.0152284263959392,3.045685279187817,1.0152284263959392,0,2.0304568527918785,0,30.456852791878173,1.0152284263959392,6.091370558375634,2.0304568527918785,1.0152284263959392,2.0304568527918785,10.15228426395939,7.106598984771574,0,2.0304568527918785,1.0152284263959392,2.0304568527918785,2.0304568527918785,0,3.045685279187817,0,1.0152284263959392,0,0,0,1.0152284263959392,0,1.0152284263959392,0,1.0152284263959392,4.060913705583757,0,0,0,13.197969543147208,1.0152284263959392,2.0304568527918785,21.319796954314718,0,0,0,0,2.0304568527918785,1.0152284263959392,0,0,0,4.060913705583757,0,8.121827411167514,0,0,2.0304568527918785,0,0,0,2.0304568527918785,1.0152284263959392,2.0304568527918785,1.0152284263959392,4.060913705583757,0,1.0152284263959392,0,4.060913705583757,2.0304568527918785,3.045685279187817,1.0152284263959392,2.0304568527918785,4.060913705583757,0,0,0,1.0152284263959392,0,0,2.0304568527918785,0,1.0152284263959392,1.0152284263959392,0,1.0152284263959392,0,2.0304568527918785,0,1.0152284263959392,1.0152284263959392,4.060913705583757,0,9.137055837563452,0,1.0152284263959392,6.091370558375634,1.0152284263959392,0,1.0152284263959392,1.0152284263959392,2.0304568527918785,0,15.228426395939087,3.045685279187817,1.0152284263959392,1.0152284263959392,1.0152284263959392,3.045685279187817,1.0152284263959392,0,2.0304568527918785,0,0,1.0152284263959392,1.0152284263959392,0,2.0304568527918785,0,0,3.045685279187817,0,0,0,0,0,0,0,0,1.0152284263959392,1.0152284263959392,1.0152284263959392,0,1.0152284263959392,0,0,0,1.0152284263959392,2.0304568527918785,3.045685279187817,1.0152284263959392,0,0,3.045685279187817,0,2.0304568527918785,1.0152284263959392,4.060913705583757,0,0,0,1.0152284263959392,0,1.0152284263959392,0,1.0152284263959392,1.0152284263959392,1.0152284263959392,1.0152284263959392,1.0152284263959392,1.0152284263959392,1.0152284263959392,0,0,1.0152284263959392,2.0304568527918785,0,0,0,5.076142131979695,1.0152284263959392,1.0152284263959392,0,0,1.0152284263959392,0,0,0,0,1.0152284263959392,3.045685279187817,1.0152284263959392,1.0152284263959392,0,2.0304568527918785,1.0152284263959392,0,1.0152284263959392,1.0152284263959392,0,0,1.0152284263959392,1.0152284263959392,3.045685279187817,1.0152284263959392,0,0,0,0,0,1.0152284263959392,1.0152284263959392,1.0152284263959392,0,0,0,0,0,0,0,1.0152284263959392,1.0152284263959392,0,1.0152284263959392,0,5.076142131979695,0,2.0304568527918785,0,0,0,0,0,2.0304568527918785,0,0,0,0,0,1.0152284263959392,0,2.0304568527918785,0,0,0,0,0,2.0304568527918785,1.0152284263959392,3.045685279187817,0,1.0152284263959392,0,2.0304568527918785,2.0304568527918785,0,0,5.076142131979695,8.121827411167514,1.0152284263959392,0,2.0304568527918785,0,0,0,0,0,1.0152284263959392,0,0,0,0,0,0
martov_demokraty_ponevole_I.txt_chunk1,martov,2,0,4,0,5,1,1,10,4,26,0,1,1,1,0,0,2,5,0,0,0,0,0,1,0,0,0,0,3,1,1,0,1,1,2,0,1,7,1,1,3,0,1,12,1,34,0,3,1,0,0,5,8,0,4,0,1,1,0,1,0,2,0,0,0,0,2,4,1,1,2,0,1,1,15,0,0,27,1,1,0,1,1,1,0,0,1,7,1,7,0,0,1,1,0,0,8,4,1,0,3,0,0,1,5,0,2,1,0,7,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,1,3,1,0,3,4,1,3,2,0,1,2,0,1,30,2,1,3,1,15,4,2,2,4,2,8,1,0,1,1,0,0,1,0,1,0,1,0,0,0,2,2,0,6,0,1,0,0,2,1,2,1,1,0,2,3,0,2,2,2,0,0,1,0,1,0,0,4,1,1,0,1,0,0,2,0,1,3,1,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,1,4,11,6,0,0,0,0,1,0,0,3,1,0,0,0,3,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
martov_gibel_port_artura_I.txt_chunk2,martov,0,0,0,0,5.9171597633136095,0,0,0,0,17.75147928994083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75147928994083,0,0,5.9171597633136095,0,0,11.834319526627219,0,0,0,0,0,0,0,0,23.668639053254438,23.668639053254438,47.337278106508876,0,0,23.668639053254438,0,0,5.9171597633136095,5.9171597633136095,5.9171597633136095,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,5.9171597633136095,0,0,0,5.9171597633136095,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,11.834319526627219,0,0,5.9171597633136095,0,0,0,0,0,17.75147928994083,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,5.9171597633136095,0,0,0,0,5.9171597633136095,5.9171597633136095,0,0,0,23.668639053254438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,11.834319526627219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,11.834319526627219,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,11.834319526627219,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,11.834319526627219,0,0,5.9171597633136095,0,0,5.9171597633136095,0
martov_itogi_polit_razvitiya.txt_chunk2,martov,1,0,0,0,0,3,0,3,0,38,0,0,0,0,0,0,3,5,0,1,0,0,0,0,1,1,1,0,4,3,0,1,0,0,2,3,0,2,0,4,4,2,0,5,0,47,0,3,0,0,2,19,8,3,0,0,2,1,0,1,2,0,0,3,0,5,0,0,0,1,1,1,0,0,6,1,0,9,1,0,1,0,2,0,1,0,0,7,0,4,0,1,0,0,0,1,4,2,0,0,3,0,0,1,2,0,2,0,0,16,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,6,0,5,1,2,3,0,0,0,1,5,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,4,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,3,0,0,9,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,4,1,0,3,0,0,0,2,1,2,1,1,0,0,0,0,0,2,0,1,0,5,3,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,6,1,0,1,11,0,1,0,1,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
martov_itogi_polit_razvitiya.txt_chunk3,martov,2,0,0,0,0,1,2,1,0,39,5,0,1,0,0,1,2,4,0,1,0,1,4,0,0,0,0,0,9,0,0,0,0,0,4,0,1,2,0,3,2,1,0,3,0,64,1,2,2,0,2,5,2,2,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,14,0,0,10,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,1,0,0,3,0,2,0,3,0,0,4,3,1,0,0,1,19,0,0,1,1,0,1,0,3,2,2,0,2,0,0,1,1,5,1,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,2,1,5,0,0,5,0,1,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,3,2,1,2,0,0,0,1,0,0,0,1,0,1,0,5,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,0,2,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,6,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,0,0,0,0
martov_itogi_polit_razvitiya.txt_chunk6,martov,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,0,0,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,47.61904761904761,0,0,0,0,0,0,23.809523809523807,0,0,0,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904761904761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martov_itogi_zemskogo_parlamenta_I.txt_chunk1,martov,2,1,2,0,4,2,2,7,3,22,1,0,0,0,1,0,1,4,0,1,0,0,2,0,0,0,1,0,3,0,1,0,0,0,9,2,2,1,0,4,1,1,0,4,0,28,0,7,2,1,2,9,5,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,2,0,0,1,9,1,6,12,1,1,0,0,3,0,0,0,0,5,0,2,1,0,3,0,1,0,6,0,3,0,3,0,1,0,5,1,0,2,0,12,1,5,2,0,1,0,1,3,2,2,2,1,0,4,0,0,0,1,0,6,6,0,3,0,0,1,0,0,1,10,5,6,0,2,2,1,2,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,4,2,2,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,0,4,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3,0
martov_klass_protiv_klassa.txt_chunk3,martov,3,0,3,1,0,0,0,1,1,19,7,0,0,0,0,0,0,4,1,2,3,1,1,4,0,0,1,0,6,3,0,0,0,0,6,1,4,1,2,3,4,0,1,10,0,47,2,3,1,2,4,5,3,1,5,0,3,1,3,1,1,1,1,1,0,2,0,0,0,0,1,0,1,0,12,0,0,11,2,1,0,0,1,0,0,0,0,5,0,1,0,0,4,0,1,1,1,1,2,0,16,0,0,1,3,1,0,0,0,14,0,0,4,1,0,0,0,2,1,9,0,0,0,0,0,1,0,1,0,1,4,2,5,2,0,2,8,0,0,8,6,0,0,0,1,2,5,2,1,1,3,1,0,4,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,1,2,0,0,0,3,0,0,0,1,0,2,5,2,0,1,0,0,0,0,1,3,0,11,3,0,0,0,2,1,0,0,4,1,5,9,6,0,2,0,0,0,0,1,1,5,0,1,0,2,0,1,0,1,0,3,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,3,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,4,0,2,0,0
martov_klass_protiv_klassa.txt_chunk4,martov,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,13.888888888888888,0,0,0,83.33333333333333,13.888888888888888,0,0,0,0,13.888888888888888,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,13.888888888888888,0,13.888888888888888,0,0,0,0,27.777777777777775,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,0,0,27.777777777777775,0,0,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martov_krovavoe_bezumie.txt_chunk1,martov,6,0,4,2,3,0,2,1,6,41,2,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,1,1,6,0,0,2,4,1,0,1,0,0,1,1,4,2,1,6,0,40,0,9,3,0,2,5,6,0,0,0,0,0,0,0,2,3,0,1,0,1,0,0,1,0,5,2,0,0,12,0,0,15,0,0,0,1,0,0,0,2,6,5,1,1,0,0,0,0,0,0,0,3,4,0,7,0,0,0,2,0,0,4,0,12,0,0,0,1,0,1,1,0,0,1,0,0,2,1,2,0,1,0,0,2,5,1,0,2,1,1,0,0,0,19,4,1,2,1,4,1,2,1,0,0,0,0,0,2,0,1,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,1,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,4,4,1,4,3,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,5,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,5,0,0,0,4,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0
martov_liberal_realizm_I.txt_chunk1,martov,6,1,2,3,5,0,1,0,2,26,1,1,0,0,0,0,1,3,2,3,0,4,0,0,0,1,0,0,8,0,0,0,1,1,2,0,0,4,1,2,5,1,0,1,0,42,0,4,2,3,4,12,6,0,4,1,1,2,0,2,0,1,0,0,2,8,0,0,0,0,4,0,0,0,11,1,3,23,0,1,1,1,1,2,1,0,1,2,1,6,0,1,0,1,0,0,4,1,3,0,11,0,0,2,1,0,1,1,1,6,1,0,0,2,0,0,1,3,1,2,1,1,0,3,1,0,0,0,0,3,4,1,4,2,0,2,0,0,0,17,4,0,4,1,1,4,0,1,2,0,0,0,1,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,2,2,1,1,2,0,0,0,0,0,0,7,0,0,0,1,2,3,1,0,1,2,0,0,0,2,1,0,0,1,0,0,0,4,1,0,0,3,2,2,4,0,0,0,2,3,0,3,0,0,0,1,2,1,2,0,1,0,1,0,0,0,1,1,0,3,2,0,1,0,0,0,0,3,5,0,0,1,0,0,1,2,0,2,1,1,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,3,1,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk1,martov,2,0,0,0,1,1,1,3,1,58,4,0,0,0,0,1,2,2,0,1,0,0,0,0,0,2,0,0,6,1,0,1,0,2,3,4,0,1,2,2,2,1,0,2,0,28,1,3,2,1,3,8,10,0,5,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,9,1,1,9,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,1,0,1,3,0,5,1,0,0,2,1,1,0,1,10,0,1,0,2,0,0,1,1,0,1,0,1,3,1,0,0,1,1,0,2,4,0,2,4,1,1,1,1,1,15,2,1,0,0,8,1,3,0,0,0,0,1,0,1,1,0,2,2,0,1,3,0,1,1,2,0,0,1,0,0,0,0,1,1,1,2,2,4,1,2,0,0,1,0,2,2,0,2,0,0,0,3,0,1,0,1,2,1,0,1,0,0,1,2,0,1,0,0,0,2,1,0,0,1,0,2,0,1,0,0,1,3,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,5,0,1,0,0,0,3,1,0,0,0,2,0,0,0,1,0,2,1,0,1,0,1,0,0,0,2,0,0,3,1,1,7,2,1,1,0,0,0,0,0,1,0,3,1,0,0,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk12,martov,4,0,0,0,2,3,0,0,2,41,2,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,0,0,5,0,1,0,1,0,7,5,1,3,1,2,5,0,0,0,0,41,2,3,2,1,1,8,7,0,2,1,0,1,1,0,2,0,0,2,0,2,0,0,0,0,3,1,0,1,15,1,0,18,0,1,0,1,0,0,0,1,1,3,0,12,0,1,0,1,0,0,3,0,1,2,4,0,0,1,3,0,3,1,0,6,1,0,0,2,0,0,0,2,0,1,1,0,2,5,0,1,0,3,0,6,3,0,3,2,0,0,1,0,0,16,1,2,1,0,3,0,0,0,0,0,2,1,0,3,0,0,7,1,0,1,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,2,1,0,2,3,3,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,3,1,0,2,0,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,1,0,14,0,1,0,4,1,2,0,0,3,0,0,1,3,1,2,1,0,2,0,0,5,1,5,0,6,1,6,0,1,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk13,martov,2,0,0,0,2,2,1,1,1,29,1,1,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,7,0,1,0,0,0,8,2,3,1,1,0,4,0,0,1,0,41,0,4,2,3,5,11,10,0,3,0,0,2,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,1,12,2,0,11,3,0,0,0,1,0,1,0,0,7,0,3,1,1,0,0,0,0,3,0,1,1,5,0,0,0,5,1,0,0,0,8,1,2,2,2,1,0,1,0,2,1,0,0,0,3,0,1,0,0,0,2,1,1,4,0,2,0,0,0,1,2,1,0,1,1,2,2,3,0,0,2,0,0,0,2,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,2,1,0,0,3,4,1,0,0,1,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,7,0,0,0,0,1,2,0,0,0,1,1,0,0,1,2,0,0,1,0,1,5,4,1,0,0,0,3,1,1,0,0,1,0,0,0,0,1
martov_mirovoy_bolshevizm_NQ.txt_chunk14,martov,1,0,0,0,0,3,2,1,4,43,4,0,0,0,0,1,3,0,0,2,0,0,1,3,0,1,0,0,3,0,3,1,0,0,3,4,0,0,5,0,8,0,0,1,0,26,0,3,1,0,2,8,16,1,3,2,1,2,4,1,0,0,0,2,0,4,0,0,0,0,3,0,0,0,5,3,0,1,0,0,0,0,0,0,0,1,0,1,0,9,1,0,1,0,1,1,2,0,4,7,5,0,1,0,2,0,1,0,0,11,0,0,0,3,0,0,1,0,2,0,0,0,0,2,0,0,0,2,0,10,3,2,0,3,1,0,2,2,0,14,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,2,0,2,0,0,3,1,0,0,0,2,1,4,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,2,1,1,0,0,0,6,0,0,0,0,1,0,0,0,6,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk2,martov,0,0,0,0,3,0,5,1,1,47,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,4,1,0,0,1,1,2,0,0,1,1,4,2,1,0,2,0,45,0,5,3,0,7,8,6,0,1,0,1,0,0,8,0,0,2,1,0,3,0,2,0,0,0,1,0,0,16,1,0,11,1,0,1,0,0,0,0,0,1,5,0,3,0,1,0,1,1,1,0,0,5,1,3,1,0,2,0,3,3,0,1,8,0,0,0,0,1,0,3,2,1,1,0,2,0,0,0,1,0,2,0,4,3,1,4,1,0,0,0,0,2,8,0,2,2,1,2,0,1,1,0,0,1,0,1,5,0,0,0,1,0,3,0,0,0,2,1,1,0,0,0,2,0,1,1,3,4,3,2,1,1,0,2,0,3,9,1,0,1,0,0,1,3,0,0,0,0,0,2,2,3,2,0,0,2,0,0,0,0,1,0,3,0,1,0,1,0,1,0,1,0,3,1,0,0,1,0,0,0,0,1,1,1,2,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,9,1,1,1,0,0,0,0,0,1,0,0,5,1,1,1,0,0,0,0,0,0,2,0,4,0,5,0,0,0,0,0
