chunk_id,author,а,больше,будет,будут,бы,была,были,было,быть,в,во,вопрос,вопроса,вот,вполне,время,все,всегда,всего,всем,где,говорит,говорить,гораздо,деле,дело,детей,для,должен,должна,должно,должны,других,его,ее,ему,если,есть,еще,же,жизни,жизнь,за,значит,и,идет,из,или,им,их,к,каждый,как,классов,когда,конечно,которая,которой,которые,которых,кто,лет,лишь,мало,между,меня,мне,много,могут,может,можно,мысли,мысль,на,над,надо,не,него,нельзя,нет,ни,нибудь,ним,них,ничего,но,нужно,о,об,образом,один,одно,одного,одной,он,она,они,организации,от,отношении,очень,перед,по,под,при,раз,с,самой,свое,своего,своей,свои,своим,своих,свою,себе,себя,сказать,собой,совершенно,так,также,таким,там,тем,то,того,той,только,том,тому,тот,тут,у,чем,через,что,чтобы,эта,эти,этим,это,этого,этой,этом,этому,эту,я,без,ведь,до,значение,имеет,именно,какой,которого,ли,либо,люди,менее,общества,оно,потому,почему,поэтому,право,развитие,самого,собою,степени,таких,те,тех,уже,этих,является,более,всех,г,д,движение,движения,демократии,другой,искры,класса,который,кроме,людей,могли,момент,нашей,партии,партия,пор,после,против,рабочего,рабочие,развития,сделать,сил,социал,среди,стороны,съезда,т,борьба,борьбе,борьбу,борьбы,власти,вместе,даже,демократической,зрения,крестьян,народа,прежде,рабочий,рабочих,революционной,россии,русского,русской,силу,силы,со,страны,такой,теперь,тогда,труда,был,вообще,всей,да,действительно,здесь,мог,почти,сам,такого,хотя,1,времени,дела,которое,несколько,положение,случае,этот,вы,мы,нас,е,ибо,общество,своем,характер,нам,слова,такое,года,ей,наконец,народ,ней,пока,пролетариата,свой,часть,однако,производства,буржуазии,власть,права,правительство,рабочим,политической,свободы,правительства,снова,тов,войны,масс,демократия,политические,политических,массы,политического,революционного,пролетариат,революции,буржуазия,революция,ленин,её,маркса,радек
martov_demokraty_ponevole_I.txt_chunk1,martov,2,0,4,0,5,1,1,10,4,26,0,1,1,0,0,2,5,0,0,0,0,1,1,0,0,0,0,3,1,1,0,1,1,2,0,1,7,1,1,3,0,1,12,1,34,0,3,1,0,0,5,0,8,0,4,0,1,1,1,0,2,0,0,0,0,2,4,1,1,2,0,1,1,15,0,0,27,1,1,1,1,1,0,0,1,7,1,7,0,0,1,1,0,0,8,4,1,0,3,0,0,1,5,0,2,1,7,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,1,3,1,3,4,1,3,2,0,1,0,2,0,1,30,2,1,3,1,15,4,2,2,4,2,8,1,0,1,1,0,0,1,0,1,0,1,0,0,0,2,2,0,6,0,1,0,1,0,2,1,2,1,1,0,2,3,0,2,2,2,0,0,0,1,0,1,0,0,4,1,1,0,1,0,0,2,0,1,1,3,0,1,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,1,4,11,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
martov_gibel_port_artura_I.txt_chunk2,martov,0,0,0,0,5.9171597633136095,0,0,0,0,17.75147928994083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75147928994083,0,0,5.9171597633136095,0,0,11.834319526627219,0,0,0,0,0,0,0,0,23.668639053254438,23.668639053254438,47.337278106508876,0,0,23.668639053254438,0,0,5.9171597633136095,0,5.9171597633136095,5.9171597633136095,5.9171597633136095,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,5.9171597633136095,0,0,5.9171597633136095,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,11.834319526627219,0,0,5.9171597633136095,0,0,0,0,17.75147928994083,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,5.9171597633136095,0,0,0,0,0,5.9171597633136095,5.9171597633136095,0,0,0,23.668639053254438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,11.834319526627219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,11.834319526627219,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,11.834319526627219,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,5.9171597633136095,5.9171597633136095,0,0,0,0,0,0,0,0,0,0,0,0,0,11.834319526627219,0,0,5.9171597633136095,0,5.9171597633136095,0,0,5.9171597633136095,0,0,0,0,5.9171597633136095,0,0
martov_golod_idet_I.txt_chunk1,martov,2.5412960609911055,0,1.2706480304955527,3.8119440914866582,0,1.2706480304955527,0,0,0,21.601016518424398,1.2706480304955527,0,0,0,0,2.5412960609911055,2.5412960609911055,0,3.8119440914866582,0,0,0,0,0,1.2706480304955527,0,0,2.5412960609911055,0,0,0,1.2706480304955527,0,1.2706480304955527,1.2706480304955527,1.2706480304955527,7.6238881829733165,0,6.353240152477763,1.2706480304955527,3.8119440914866582,0,12.706480304955527,0,39.39008894536213,1.2706480304955527,0,2.5412960609911055,0,7.6238881829733165,8.89453621346887,2.5412960609911055,3.8119440914866582,0,1.2706480304955527,0,0,0,6.353240152477763,0,1.2706480304955527,0,0,0,0,0,0,0,1.2706480304955527,0,1.2706480304955527,0,0,16.518424396442185,1.2706480304955527,0,12.706480304955527,0,0,1.2706480304955527,0,0,0,0,0,2.5412960609911055,0,6.353240152477763,1.2706480304955527,0,0,3.8119440914866582,0,0,1.2706480304955527,1.2706480304955527,0,2.5412960609911055,2.5412960609911055,1.2706480304955527,0,1.2706480304955527,1.2706480304955527,0,1.2706480304955527,2.5412960609911055,7.6238881829733165,0,0,0,0,1.2706480304955527,0,0,1.2706480304955527,0,1.2706480304955527,0,1.2706480304955527,0,1.2706480304955527,0,0,0,1.2706480304955527,2.5412960609911055,1.2706480304955527,0,1.2706480304955527,0,0,1.2706480304955527,0,1.2706480304955527,0,2.5412960609911055,5.082592121982211,1.2706480304955527,0,0,0,3.8119440914866582,0,0,3.8119440914866582,0,0,0,0,0,0,0,0,0,0,0,1.2706480304955527,0,0,0,1.2706480304955527,0,0,0,0,1.2706480304955527,0,0,0,0,1.2706480304955527,0,5.082592121982211,1.2706480304955527,1.2706480304955527,0,1.2706480304955527,7.6238881829733165,2.5412960609911055,0,0,0,0,0,0,0,2.5412960609911055,0,0,0,2.5412960609911055,1.2706480304955527,0,0,0,1.2706480304955527,12.706480304955527,0,0,1.2706480304955527,1.2706480304955527,0,0,0,0,0,0,1.2706480304955527,1.2706480304955527,0,5.082592121982211,1.2706480304955527,0,0,0,0,0,0,1.2706480304955527,0,2.5412960609911055,1.2706480304955527,2.5412960609911055,0,0,1.2706480304955527,1.2706480304955527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8119440914866582,2.5412960609911055,0,0,0,0,0,0,1.2706480304955527,0,0,0,0,0,0,3.8119440914866582,0,0,2.5412960609911055,1.2706480304955527,0,0,0,0,0,0,5.082592121982211,1.2706480304955527,1.2706480304955527,0,2.5412960609911055,2.5412960609911055,0,0,0,2.5412960609911055,0,0,0,0,1.2706480304955527,1.2706480304955527,0,0,0,0,1.2706480304955527,0,0
martov_itogi_polit_razvitiya.txt_chunk1,martov,1,0,0,0,1,1,2,1,2,40,1,0,0,0,0,5,6,0,3,0,1,0,0,0,0,0,0,5,0,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,48,0,2,6,0,3,8,0,3,3,0,0,0,1,2,3,0,0,6,0,1,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,2,1,2,0,0,5,0,1,0,0,0,1,1,0,1,1,1,0,6,0,0,0,0,2,3,0,10,0,2,0,0,2,1,2,0,0,3,0,0,1,1,0,0,1,1,6,0,0,1,0,0,1,0,0,0,0,1,0,2,3,1,4,1,1,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,3,2,2,0,0,2,0,1,1,0,0,0,0,3,5,4,0,4,1,0,0,1,4,0,1,0,0,0,0,0,0,1,0,2,1,1,0,2,0,0,3,0,0,0,0,1,0,0,0,1,0,3,2,0,1,0,0,0,0,1,0,0,0,3,1,0,0,1,4,2,0,1,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,3,1,1,1,1,0,1,0,0,0,3,0,0,0,0,0,1,0,2,2,1,0,2,1,0,0,0,0,0
martov_itogi_polit_razvitiya.txt_chunk2,martov,1,0,0,0,0,3,0,3,0,38,0,0,0,0,0,3,5,0,1,0,0,0,0,1,1,1,0,4,3,0,1,0,0,2,3,0,2,0,4,4,2,0,5,0,47,0,3,0,0,2,19,0,8,3,0,0,2,1,1,2,0,0,3,0,5,0,0,0,1,1,1,0,0,6,1,0,9,1,0,0,2,0,1,0,0,7,0,4,0,1,0,0,0,1,4,2,0,0,3,0,0,1,2,0,2,0,16,1,1,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,6,5,1,2,3,0,0,0,0,1,5,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,4,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,9,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,1,0,1,3,0,0,0,2,1,2,1,1,0,0,0,3,0,2,0,1,0,5,1,3,1,1,1,1,1,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,0,1,11,0,1,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,3,2,0,0,0,0,0
martov_itogi_polit_razvitiya.txt_chunk5,martov,1,0,0,0,2,1,1,5,2,47,2,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,12,1,1,3,0,3,9,4,4,0,0,1,5,1,0,4,0,41,0,3,4,4,1,7,0,1,5,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,11,1,0,4,3,0,0,1,0,1,2,0,6,0,2,1,1,1,0,0,0,1,2,1,0,4,1,0,2,3,2,3,0,7,2,2,1,3,0,0,2,3,1,1,0,1,0,0,0,1,0,3,2,4,0,1,0,0,0,0,0,2,3,1,3,2,1,0,2,0,3,1,0,2,0,0,0,3,1,0,1,0,1,0,0,0,0,3,0,0,0,3,0,0,1,0,1,0,0,1,2,1,1,4,3,0,0,2,6,0,0,0,3,2,0,0,1,1,0,1,0,0,0,0,1,0,6,0,3,3,2,1,0,0,0,4,3,4,0,0,0,1,0,0,0,0,0,0,0,9,0,2,3,2,2,0,0,0,0,0,3,0,0,0,0,2,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,5,1,1,0,0,0,0,0
martov_itogi_zemskogo_parlamenta_I.txt_chunk2,martov,3.717472118959108,0,1.2391573729863692,2.4783147459727384,3.717472118959108,0,0,4.956629491945477,1.2391573729863692,30.97893432465923,0,0,0,0,0,1.2391573729863692,3.717472118959108,0,1.2391573729863692,0,0,0,0,0,1.2391573729863692,0,0,6.195786864931847,0,0,0,0,0,9.913258983890954,0,2.4783147459727384,2.4783147459727384,0,2.4783147459727384,1.2391573729863692,1.2391573729863692,0,1.2391573729863692,0,30.97893432465923,0,0,0,0,8.674101610904586,8.674101610904586,1.2391573729863692,4.956629491945477,0,4.956629491945477,0,0,1.2391573729863692,1.2391573729863692,1.2391573729863692,0,0,0,1.2391573729863692,1.2391573729863692,0,0,0,1.2391573729863692,2.4783147459727384,0,1.2391573729863692,0,23.543990086741015,1.2391573729863692,2.4783147459727384,22.304832713754646,2.4783147459727384,1.2391573729863692,0,2.4783147459727384,0,2.4783147459727384,1.2391573729863692,1.2391573729863692,6.195786864931847,0,1.2391573729863692,1.2391573729863692,0,0,1.2391573729863692,0,0,3.717472118959108,2.4783147459727384,3.717472118959108,1.2391573729863692,6.195786864931847,0,0,2.4783147459727384,6.195786864931847,2.4783147459727384,0,0,3.717472118959108,0,3.717472118959108,0,1.2391573729863692,1.2391573729863692,0,1.2391573729863692,2.4783147459727384,0,0,1.2391573729863692,0,0,2.4783147459727384,0,0,0,0,0,2.4783147459727384,0,6.195786864931847,1.2391573729863692,0,1.2391573729863692,0,0,0,0,3.717472118959108,8.674101610904586,0,1.2391573729863692,1.2391573729863692,1.2391573729863692,3.717472118959108,1.2391573729863692,1.2391573729863692,0,0,0,0,0,0,1.2391573729863692,0,0,0,1.2391573729863692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2391573729863692,1.2391573729863692,0,1.2391573729863692,0,1.2391573729863692,0,1.2391573729863692,0,1.2391573729863692,4.956629491945477,1.2391573729863692,0,0,0,1.2391573729863692,0,0,0,0,0,1.2391573729863692,0,0,1.2391573729863692,6.195786864931847,0,0,2.4783147459727384,0,0,1.2391573729863692,0,0,1.2391573729863692,0,0,0,0,1.2391573729863692,0,0,0,0,1.2391573729863692,0,2.4783147459727384,0,0,0,1.2391573729863692,1.2391573729863692,2.4783147459727384,0,1.2391573729863692,3.717472118959108,0,1.2391573729863692,0,1.2391573729863692,1.2391573729863692,0,1.2391573729863692,0,0,0,0,0,1.2391573729863692,1.2391573729863692,0,0,0,0,0,0,0,0,0,1.2391573729863692,1.2391573729863692,0,2.4783147459727384,0,0,0,0,0,1.2391573729863692,3.717472118959108,0,1.2391573729863692,0,1.2391573729863692,0,0,0,0,4.956629491945477,1.2391573729863692,0,0,0,2.4783147459727384,0,2.4783147459727384,0,0,4.956629491945477,0,1.2391573729863692,1.2391573729863692,0,0,1.2391573729863692,1.2391573729863692,0,0,1.2391573729863692,2.4783147459727384,1.2391573729863692,1.2391573729863692,2.4783147459727384,0,0,0,0,0,0
martov_klass_protiv_klassa.txt_chunk1,martov,4,4,0,0,4,2,0,1,0,33,0,0,0,2,0,2,5,1,4,1,4,0,1,0,0,1,2,5,0,0,0,2,0,8,3,0,1,3,0,2,4,3,5,0,48,0,4,0,1,4,6,4,1,0,2,0,2,1,4,0,2,0,0,0,2,0,0,1,0,2,0,1,2,6,0,0,21,0,0,2,0,3,0,2,0,5,0,0,0,0,0,3,1,1,1,5,0,0,5,0,0,1,1,1,0,0,7,0,2,0,4,2,0,2,3,2,1,0,1,0,1,0,0,0,4,2,2,0,0,0,0,4,0,1,5,0,9,2,5,2,0,2,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,2,0,0,2,2,1,0,0,0,0,0,1,0,2,0,1,3,1,1,2,0,0,4,0,0,0,0,3,2,0,7,2,0,1,0,0,0,0,6,1,2,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,4,1,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martov_liberal_realizm_I.txt_chunk2,martov,3,0,4,2,1,0,0,1,2,27,1,3,0,0,1,2,4,3,0,1,1,0,3,0,0,0,0,5,0,1,1,0,0,4,0,1,1,2,0,10,0,0,3,1,32,1,2,1,2,3,6,1,4,0,1,3,1,1,0,0,4,0,1,0,3,1,0,0,0,3,0,0,1,14,1,0,14,1,1,2,7,1,0,0,2,5,1,5,5,0,1,0,0,0,5,2,0,1,7,0,0,1,3,2,2,0,8,1,0,1,2,2,0,0,0,0,1,0,0,0,1,0,1,0,1,4,1,2,2,1,0,3,0,0,0,1,10,1,2,0,0,0,0,4,3,0,1,1,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,4,2,3,0,0,0,0,0,0,1,3,2,0,1,8,0,0,1,4,1,0,0,2,0,0,0,1,3,0,1,1,2,5,0,0,0,0,1,1,0,1,1,1,1,2,0,4,2,0,0,4,0,0,4,0,0,0,3,1,0,1,1,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,7,2,0,1,1,0,0,1,1,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,2,0,7,1,0,2,0,0,0,1,0,0,0,2,0,0,2,0,0,0,3,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk11,martov,1,0,0,0,3,1,0,1,1,49,3,1,0,0,2,3,0,1,0,0,0,3,0,0,0,0,0,8,0,1,0,0,1,6,2,0,3,0,0,3,0,0,0,0,32,2,2,1,1,1,9,0,7,0,4,0,0,1,3,0,0,0,3,0,1,0,0,1,0,2,2,0,2,22,1,0,10,0,0,0,2,0,0,0,0,2,0,8,2,0,0,0,0,0,3,2,0,2,5,0,0,0,4,0,1,0,11,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,5,3,0,2,2,1,0,0,0,1,1,6,2,2,2,1,1,3,2,2,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,4,1,0,2,3,1,2,0,0,2,3,0,0,4,2,0,0,0,0,0,1,0,2,1,0,5,1,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,2,0,1,1,0,4,1,1,0,0,1,5,1,0,0,0,2,2,2,0,0,1,0,1,0,0,0,2,0,0,2,0,0,3,0,3,0,2,3,0,2,0
martov_mirovoy_bolshevizm_NQ.txt_chunk15,martov,3,0,0,0,6,1,1,2,0,47,2,4,1,1,0,1,3,0,0,0,0,1,0,0,0,4,0,5,0,0,0,1,0,5,6,0,3,0,2,2,2,0,2,1,35,0,3,2,2,1,5,0,7,0,2,1,1,2,2,1,0,0,1,0,3,0,0,0,0,0,1,1,0,12,1,0,12,0,0,0,0,1,1,2,0,3,0,9,1,1,1,0,0,0,5,1,6,0,5,0,0,1,3,3,2,0,7,0,3,0,1,0,1,1,2,2,1,0,1,0,0,0,1,1,2,3,2,2,2,5,0,0,1,1,0,0,7,1,0,4,1,2,2,0,1,0,1,0,1,0,2,0,0,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,4,0,0,1,2,1,2,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,2,2,7,0,0,3,0,8,0
martov_mirovoy_bolshevizm_NQ.txt_chunk5,martov,5,0,0,0,2,0,0,0,1,21,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,12,0,0,1,2,0,6,3,0,7,1,6,2,1,1,2,0,45,0,3,3,1,5,7,0,4,1,1,0,0,1,2,0,2,0,1,0,1,0,0,0,1,2,1,0,0,10,1,0,12,0,2,2,1,0,0,1,0,5,0,4,0,0,0,0,0,0,0,2,5,1,5,2,0,3,3,1,0,1,9,1,1,0,1,1,0,0,1,0,2,0,1,2,1,0,1,0,0,5,2,1,4,0,1,0,0,0,0,3,10,4,1,1,1,1,2,2,2,0,0,0,0,0,2,0,1,2,1,1,2,2,1,1,2,2,1,0,1,0,0,1,1,0,0,1,2,4,0,2,0,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,2,2,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1,1,0,0,2,0,2,1,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk8,martov,0,0,0,0,4,0,0,0,3,40,1,0,1,1,1,0,4,2,2,1,1,0,0,0,0,0,0,3,0,0,0,0,2,5,4,1,0,2,1,4,1,0,5,0,39,0,4,3,0,5,6,0,7,0,2,0,2,2,2,1,0,1,2,0,1,0,0,0,0,2,0,1,0,7,1,0,21,0,1,0,1,0,0,0,0,10,1,1,2,1,0,1,0,0,2,2,1,1,5,0,0,1,6,1,5,0,5,0,0,1,0,0,0,0,2,5,1,0,2,0,2,0,2,0,0,4,1,0,8,1,0,2,0,1,2,1,5,1,2,1,0,3,0,1,1,0,1,0,0,3,3,0,0,1,2,2,0,3,0,1,0,1,0,0,1,2,0,1,0,0,0,1,0,0,2,1,2,7,2,2,1,0,5,0,0,3,0,0,1,1,1,0,0,4,1,0,0,3,0,4,0,0,0,0,0,0,3,0,1,0,0,4,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,2,0,3,0,0,1,1,0,0,0,1,1,2,1,1,0,0,0,1,2,0,1,0,0,1,0,0,0,6,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,4,0,0,0,0,1,1,3,2,0,0,0,0,0,0
martov_nash_cyezd_I.txt_chunk1,martov,3,0,1,0,4,4,0,7,3,24,0,4,0,0,0,1,5,0,3,0,0,0,0,0,1,1,0,6,3,0,0,5,0,4,0,0,1,0,4,4,3,0,4,1,29,0,3,0,2,2,4,0,4,0,4,1,4,0,2,0,0,4,0,0,1,0,0,0,0,2,0,0,2,8,2,2,13,0,0,0,0,1,0,0,0,3,0,5,0,1,0,0,0,0,1,0,1,8,4,0,0,0,2,2,0,0,10,0,1,1,2,0,0,0,1,2,1,0,0,0,0,0,2,0,4,3,2,3,10,0,0,1,0,0,0,0,9,3,1,0,1,2,3,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,2,1,4,0,1,0,0,0,1,2,7,0,0,2,2,0,0,0,0,2,8,4,1,2,2,1,0,0,1,0,11,0,0,5,0,2,1,1,4,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,1,1,3,3,2,0,5,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,7,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,6,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,5,3,1,0,0,0,0,1,0,0
martov_nash_cyezd_I.txt_chunk2,martov,5,1,3,3,1,1,2,0,2,22,1,1,3,2,2,1,5,0,3,1,0,0,0,2,1,1,0,5,0,0,1,3,0,7,0,1,0,0,4,2,1,0,2,3,42,0,6,2,1,1,6,1,5,0,0,0,0,1,3,0,0,0,3,1,4,0,0,1,1,1,2,0,0,14,1,3,12,0,1,0,2,0,0,0,0,7,1,2,4,1,0,0,1,2,2,0,0,6,1,0,3,0,6,1,5,0,9,0,0,0,3,0,0,1,1,3,1,1,0,0,5,0,0,0,6,5,3,0,3,1,0,0,0,1,8,1,15,3,1,0,4,5,1,4,2,1,4,0,0,0,1,1,0,1,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,6,1,0,0,0,0,1,2,0,0,0,0,0,1,0,3,15,1,1,0,0,0,0,1,0,1,1,1,5,4,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,2,0,2,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,3,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
martov_ne_nachalo_li_povorota_I.txt_chunk3,martov,2.155172413793103,0,4.310344827586206,5.387931034482759,3.2327586206896552,0,0,0,1.0775862068965516,36.637931034482754,2.155172413793103,4.310344827586206,0,0,0,1.0775862068965516,1.0775862068965516,0,1.0775862068965516,0,0,0,0,0,2.155172413793103,0,0,9.698275862068966,2.155172413793103,1.0775862068965516,1.0775862068965516,0,0,4.310344827586206,1.0775862068965516,0,6.4655172413793105,0,4.310344827586206,3.2327586206896552,0,1.0775862068965516,2.155172413793103,0,28.017241379310345,0,1.0775862068965516,5.387931034482759,1.0775862068965516,4.310344827586206,5.387931034482759,0,5.387931034482759,2.155172413793103,3.2327586206896552,2.155172413793103,1.0775862068965516,0,3.2327586206896552,0,0,0,1.0775862068965516,0,0,0,0,0,2.155172413793103,7.543103448275862,0,0,0,12.931034482758621,0,0,17.241379310344826,1.0775862068965516,0,0,1.0775862068965516,0,2.155172413793103,1.0775862068965516,1.0775862068965516,4.310344827586206,1.0775862068965516,3.2327586206896552,3.2327586206896552,1.0775862068965516,4.310344827586206,0,0,1.0775862068965516,3.2327586206896552,0,15.086206896551724,2.155172413793103,3.2327586206896552,1.0775862068965516,2.155172413793103,3.2327586206896552,0,0,0,0,14.008620689655173,1.0775862068965516,0,0,2.155172413793103,2.155172413793103,0,1.0775862068965516,1.0775862068965516,1.0775862068965516,1.0775862068965516,0,0,3.2327586206896552,0,0,1.0775862068965516,0,3.2327586206896552,2.155172413793103,4.310344827586206,0,4.310344827586206,1.0775862068965516,0,1.0775862068965516,0,1.0775862068965516,1.0775862068965516,0,8.620689655172413,7.543103448275862,0,0,0,4.310344827586206,1.0775862068965516,2.155172413793103,3.2327586206896552,1.0775862068965516,0,0,0,0,0,2.155172413793103,0,0,0,1.0775862068965516,3.2327586206896552,1.0775862068965516,0,1.0775862068965516,0,3.2327586206896552,0,0,0,1.0775862068965516,1.0775862068965516,0,0,0,0,1.0775862068965516,3.2327586206896552,1.0775862068965516,1.0775862068965516,0,4.310344827586206,1.0775862068965516,0,0,0,0,1.0775862068965516,0,0,0,2.155172413793103,1.0775862068965516,0,0,1.0775862068965516,0,1.0775862068965516,0,0,0,0,0,1.0775862068965516,0,4.310344827586206,0,2.155172413793103,0,0,3.2327586206896552,0,0,3.2327586206896552,2.155172413793103,0,1.0775862068965516,1.0775862068965516,1.0775862068965516,0,0,1.0775862068965516,7.543103448275862,0,0,1.0775862068965516,0,2.155172413793103,0,0,0,0,2.155172413793103,0,1.0775862068965516,1.0775862068965516,1.0775862068965516,0,0,0,1.0775862068965516,0,1.0775862068965516,0,0,0,0,1.0775862068965516,1.0775862068965516,0,0,0,2.155172413793103,0,0,1.0775862068965516,2.155172413793103,0,3.2327586206896552,1.0775862068965516,0,1.0775862068965516,0,0,0,1.0775862068965516,0,0,0,0,0,5.387931034482759,0,1.0775862068965516,2.155172413793103,0,0,0,0,1.0775862068965516,0,0,1.0775862068965516,0,4.310344827586206,0,0,0,0,0,1.0775862068965516,0,0,1.0775862068965516,1.0775862068965516,0,1.0775862068965516,5.387931034482759,3.2327586206896552,1.0775862068965516,0,0,0,0,0
